Bioactivity_ID,Activity_Value,BioAssay_AID,Substance_SID,Compound_CID,refsid,Gene_ID,PMID,Aid_Type,Last_Modified_Date,Has_Dose_Response_Curve,RNAi_BioAssay,Activity,Protein_Accession,Activity_Type,Activity_Qualifier,Bioassay_Data_Source,BioAssay_Name,Compound_Name,Target_Name,Target_Link,ECs,Representative_Protein_Accession,Taxonomy_ID,Cell_ID,Target_Taxonomy_ID,Anatomy_ID,Anatomy,dois,pmcids,pclids,citations
183993323,0.0046,504466,17504222,3665766,"",79915,"",Confirmatory,20110316,1,0,Inconclusive,AAH15051,Potency,"",National Center for Advancing Translational Sciences (NCATS),qHTS screen for small molecules that induce genotoxicity in human embryonic kidney (HEK293T) cells expressing luciferase-tagged ELG1,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",ATAD5 - ATPase family AAA domain containing 5 (human),/gene/79915,"",AAH15051,9606,"","","","","","","",""
231963101,0.0073,602357,17504222,3665766,"",116160065,"",Confirmatory,20120309,1,0,Active,AAA29795,Potency,"",National Center for Advancing Translational Sciences (NCATS),FLuc inhibitory activity for the follow-up compounds in a biochemical assay with Km concentrations of substrate,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",LOC116160065 - luciferin 4-monooxygenase (common eastern firefly),/gene/116160065,"",P08659,7054,"","","","","","","",""
235170166,0.0142,602477,17504222,3665766,"",116160065,"",Confirmatory,20120322,1,0,Active,AAA29795,Potency,"",National Center for Advancing Translational Sciences (NCATS),FLuc inhibitory activity for the follow-up compounds in a cell-based assay to assess the activity of miR-21,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",LOC116160065 - luciferin 4-monooxygenase (common eastern firefly),/gene/116160065,"",P08659,7054,"","","","","","","",""
231963322,0.0651,602364,17504222,3665766,"",116160065,"",Confirmatory,20120312,1,0,Active,AAA29795,Potency,"",National Center for Advancing Translational Sciences (NCATS),FLuc inhibitory activity for the follow-up compounds in a biochemical assay with 1mM ATP,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",LOC116160065 - luciferin 4-monooxygenase (common eastern firefly),/gene/116160065,"",P08659,7054,"","","","","","","",""
172093604,0.13,493014,17504222,3665766,"","","",Confirmatory,20110106,1,0,Inconclusive,"",Potency,"",National Center for Advancing Translational Sciences (NCATS),qHTS Assay to Find Inhibitors of Chronic Active B-Cell Receptor Signaling,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid","","","","","","","","","","","","",""
231963631,0.1457,602358,17504222,3665766,"",116160065,"",Confirmatory,20120309,1,0,Active,AAA29795,Potency,"",National Center for Advancing Translational Sciences (NCATS),FLuc inhibitory activity for the follow-up compounds in a biochemical assay with Km concentrations of substrate and 500microM CoASH,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",LOC116160065 - luciferin 4-monooxygenase (common eastern firefly),/gene/116160065,"",P08659,7054,"","","","","","","",""
35136337,0.146,1241,17504222,3665766,"",5970,"",Confirmatory,20090326,1,0,Active,NP_068810,EC50,"",SRMLSC,Name: High Throughput Screen to Identify Compounds that increase expression of NF-kB in Human Neuronal Cells - Dose Response,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid","RELA - RELA proto-oncogene, NF-kB subunit (human)",/gene/5970,"",Q04206,9606,"","","","","","","",""
35136338,0.146,1241,17504222,3665766,"",4790,"",Confirmatory,20090326,1,0,Active,NP_003989,EC50,"",SRMLSC,Name: High Throughput Screen to Identify Compounds that increase expression of NF-kB in Human Neuronal Cells - Dose Response,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",NFKB1 - nuclear factor kappa B subunit 1 (human),/gene/4790,"",P19838,9606,"","","","","","","",""
235897629,0.1592,602478,17504222,3665766,"",116160065,"",Confirmatory,20120322,1,0,Active,AAA29795,Potency,"",National Center for Advancing Translational Sciences (NCATS),FLuc inhibitory activity for the follow-up compounds in a cell-based translational read-through assay (72 hour incubation),"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",LOC116160065 - luciferin 4-monooxygenase (common eastern firefly),/gene/116160065,"",P08659,7054,"","","","","","","",""
204802727,0.2133,588342,17504222,3665766,"",116160065,"",Confirmatory,20110907,1,0,Active,AAA29795,Potency,"",National Center for Advancing Translational Sciences (NCATS),qHTS profiling assay for firefly luciferase inhibitor/activator using purifed enzyme and Km concentrations of substrates (counterscreen for miR-21 project),"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",LOC116160065 - luciferin 4-monooxygenase (common eastern firefly),/gene/116160065,"",P08659,7054,"","","","","","","",""
182914336,0.2311,504444,17504222,3665766,"",4780,"",Confirmatory,20110315,1,0,Inconclusive,NP_001138884,Potency,"",National Center for Advancing Translational Sciences (NCATS),Nrf2 qHTS screen for inhibitors,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",NFE2L2 - NFE2 like bZIP transcription factor 2 (human),/gene/4780,"",Q16236,9606,"","","","","","","",""
235169688,0.2832,602476,17504222,3665766,"",116160065,"",Confirmatory,20120322,1,0,Active,AAA29795,Potency,"",National Center for Advancing Translational Sciences (NCATS),FLuc inhibitory activity for the follow-up compounds in a cell-based translational read-through assay,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",LOC116160065 - luciferin 4-monooxygenase (common eastern firefly),/gene/116160065,"",P08659,7054,"","","","","","","",""
241426155,0.363,624167,17504222,3665766,"",171071,"",Confirmatory,20120522,0,0,Active,NP_598230,"","",Burnham Center for Chemical Genomics,Dose Response confirmation of uHTS small molecule Peg3 Promoter Inhibitor hits in a screening assay,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid","Ppp1r15a - protein phosphatase 1, regulatory subunit 15A (Norway rat)",/gene/171071,"",Q6IN02,10116,"","","","","","","",""
66800809,0.38291,1973,17504222,3665766,"",688,"",Confirmatory,20091013,1,0,Active,ABM97548,IC50,"",The Scripps Research Institute Molecular Screening Center,Luminescence-based dose response cell-based high throughput screening assay for inhibitors of kruppel-like factor 5 (KLF5).,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",KLF5 - KLF transcription factor 5 (human),/gene/688,"",ABM97548,9606,"","","","","","","",""
199918978,0.4611,540256,17504222,3665766,"","","",Confirmatory,20110723,1,0,Active,"",Potency,"",National Center for Advancing Translational Sciences (NCATS),qHTS for Inhibitors of binding or entry into cells for Lassa Virus,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid","","","","","",45,"","","","","","",""
200957681,0.4611,540276,17504222,3665766,"","","",Confirmatory,20111118,1,0,Active,"",Potency,"",National Center for Advancing Translational Sciences (NCATS),qHTS for inhibitors of binding or entry into cells for Marburg Virus,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid","",/protein/B45705,"","","","","","","","","","",""
91007501,0.5623,2551,17504222,3665766,"",19885,"",Confirmatory,20100315,1,0,Active,NP_035411,Potency,"",National Center for Advancing Translational Sciences (NCATS),qHTS for inhibitors of ROR gamma transcriptional activity,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",Rorc - RAR-related orphan receptor gamma (house mouse),/gene/19885,"",P51450,10090,"","","","","","","",""
89845543,0.631,2546,17504222,3665766,"",19885,"",Confirmatory,20100313,1,0,Active,NP_035411,Potency,"",National Center for Advancing Translational Sciences (NCATS),VP16 counterscreen qHTS for inhibitors of ROR gamma transcriptional activity,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",Rorc - RAR-related orphan receptor gamma (house mouse),/gene/19885,"",P51450,10090,"","","","","","","",""
235169965,0.6339,602474,17504222,3665766,"",116160065,"",Confirmatory,20120322,1,0,Active,AAA29795,Potency,"",National Center for Advancing Translational Sciences (NCATS),FLuc inhibitory activity for the follow-up compounds in a biochemical assay with a commercial detection reagent - BriteliteTM Plus (PerkinElmer),"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",LOC116160065 - luciferin 4-monooxygenase (common eastern firefly),/gene/116160065,"",P08659,7054,"","","","","","","",""
339027091,0.649,743444,17504222,3665766,"","","",Confirmatory,20140410,1,0,Active,AAC47329,AC50,"",Broad Institute,LGR2:Counterscreen with MC4R Measured in Cell-Based System Using Plate Reader - 7011-02_Antagonist_Dose_CherryPick_Activity,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",MSH (fruit fly),/protein/AAC47329,"",AAC47329,7227,"","","","","","","",""
338003792,0.749,743343,17504222,3665766,"","","",Confirmatory,20140327,1,0,Active,"",AC50,"",Broad Institute,Bursicon-induced LGR2 mediated cAMP production in LGR-2/CRE6x-Luciferase co-transfected HEK293 cells Inhibition Measured in Cell-Based System Using Plate Reader - 7011-01_Antagonist_Dose_CherryPick_Activity_Set2,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid","","","","","",45,"","","","","","",""
337869651,0.7667,743266,17504222,3665766,"",5745,"",Confirmatory,20190730,1,0,Inactive,NP_001171673,Potency,"",National Center for Advancing Translational Sciences (NCATS),qHTS for PTHR1 Agonists: Primary Screen,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",PTH1R - parathyroid hormone 1 receptor (human),/gene/5745,"",Q03431,9606,"","","","","","","",""
175748824,0.839,493248,17504222,3665766,"",2671,"",Confirmatory,20110217,1,0,Active,NP_005253,AC50,"",Broad Institute,HTS-Luminescent assay for inhibitors of ALR by detection of hydrogen peroxide production Measured in Biochemical System Using Plate Reader - 2036-02_Inhibitor_Dose_CherryPick_Activity,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid","GFER - growth factor, augmenter of liver regeneration (human)",/gene/2671,1.8.3.2,P55789,9606,"","","","","","","",""
172343272,0.866,493073,17504222,3665766,"",4286,"",Confirmatory,20110124,1,0,Active,AAH65243,AC50,"",Broad Institute,MITF Measured in Cell-Based System Using Plate Reader - 2084-01_Inhibitor_DoseNoFile_CherryPick_Activity_Set3,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",MITF - melanocyte inducing transcription factor (human),/gene/4286,"",AAH65243,9606,"","","","","","","",""
174647388,0.866,493102,17504222,3665766,"",4286,"",Confirmatory,20110127,1,0,Active,AAH65243,AC50,"",Broad Institute,MITF Measured in Cell-Based System Using Plate Reader - 2084-01_Inhibitor_DoseNoFile_CherryPick_Activity_Set4,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",MITF - melanocyte inducing transcription factor (human),/gene/4286,"",AAH65243,9606,"","","","","","","",""
174654041,0.866,493177,17504222,3665766,"",4286,"",Confirmatory,20110216,1,0,Active,AAH65243,AC50,"",Broad Institute,MITF Measured in Cell-Based System Using Plate Reader - 2084-01_Inhibitor_DoseNoFile_CherryPick_Activity_Set2,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",MITF - melanocyte inducing transcription factor (human),/gene/4286,"",AAH65243,9606,"","","","","","","",""
157412540,1,485297,17504222,3665766,"",9367,"",Confirmatory,20100929,1,0,Inactive,NP_004242,Potency,"",National Center for Advancing Translational Sciences (NCATS),qHTS Assay for Rab9 Promoter Activators,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid","RAB9A - RAB9A, member RAS oncogene family (human)",/gene/9367,3.6.5.2,P51151,9606,"","","","","","","",""
341963699,1,1159524,17504222,3665766,"","","",Confirmatory,20150715,1,0,Inconclusive,"",Potency,"",National Center for Advancing Translational Sciences (NCATS),High Throughput Screening for Foot and Mouth Disease Virus Antivirals,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid","","","","","","","","","","","","",""
316118148,1.03,652057,17504222,3665766,"","","",Confirmatory,20130222,1,0,Active,"",AC50,"",Broad Institute,HIV entry: Env-mediated Cell Fusion Measured in Cell-Based System Using Plate Reader - 7013-01_Inhibitor_Dose_CherryPick_Activity,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid","","","","","","","","","","","","",""
231963808,1.157,602365,17504222,3665766,"",116160065,"",Confirmatory,20120312,1,0,Active,AAA29795,Potency,"",National Center for Advancing Translational Sciences (NCATS),FLuc inhibitory activity for the follow-up compounds in a biochemical assay with 1mM D-luciferin,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",LOC116160065 - luciferin 4-monooxygenase (common eastern firefly),/gene/116160065,"",P08659,7054,"","","","","","","",""
158610391,1.2589,485313,17504222,3665766,"",4864,"",Confirmatory,20101004,1,0,Inactive,NP_000262,Potency,"",National Center for Advancing Translational Sciences (NCATS),qHTS Assay for NPC1 Promoter Activators,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",NPC1 - NPC intracellular cholesterol transporter 1 (human),/gene/4864,"",O15118,9606,"","","","","","","",""
243631737,1.2589,624202,17504222,3665766,"",672,"",Confirmatory,20120524,1,0,Inactive,AAC37594,Potency,"",National Center for Advancing Translational Sciences (NCATS),qHTS Assay to Identify Small Molecule Activators of BRCA1 Expression,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",BRCA1 - BRCA1 DNA repair associated (human),/gene/672,"",P38398,9606,"","","","","","","",""
433813296,1.4125,1745845,17504222,3665766,"",6311,35787375,Confirmatory,20230201,1,0,Active,Q99700,Potency,"",National Center for Advancing Translational Sciences (NCATS),Primary qHTS for Inhibitors of ATXN expression,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",ATXN2 - ataxin 2 (human),/gene/6311,"",Q99700,9606,"","","","",10.1016/j.jbc.2022.102228,PMC9356275,33952116,"Scoles DR, Gandelman M, Paul S, Dexheimer T, Dansithong W, Figueroa KP, Pflieger LT, Redlin S, Kales SC, Sun H, Maloney D, Damoiseaux R, Henderson MJ, Simeonov A, Jadhav A, Pulst SM. A quantitative high-throughput screen identifies compounds that lower expression of the SCA2-and ALS-associated gene ATXN2. Journal of Biological Chemistry. 2022 Aug;298(8):102228. doi: 10.1016/j.jbc.2022.102228."
433813297,1.4125,1745845,17504222,3665766,"",6311,35787375,Confirmatory,20230201,1,0,Active,"",Potency,"",National Center for Advancing Translational Sciences (NCATS),Primary qHTS for Inhibitors of ATXN expression,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",ATXN2 - ataxin 2 (human),/gene/6311,"","",9606,"","","","",10.1016/j.jbc.2022.102228,PMC9356275,33952116,"Scoles DR, Gandelman M, Paul S, Dexheimer T, Dansithong W, Figueroa KP, Pflieger LT, Redlin S, Kales SC, Sun H, Maloney D, Damoiseaux R, Henderson MJ, Simeonov A, Jadhav A, Pulst SM. A quantitative high-throughput screen identifies compounds that lower expression of the SCA2-and ALS-associated gene ATXN2. Journal of Biological Chemistry. 2022 Aug;298(8):102228. doi: 10.1016/j.jbc.2022.102228."
316118863,1.6,652062,17504222,3665766,"","","",Confirmatory,20130226,1,0,Active,"",AC50,"",Broad Institute,HIV-1 Cell Fusion assay for clade B Env AD8 Measured in Cell-Based System Using Plate Reader - 7013-04_Inhibitor_Dose_CherryPick_Activity,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid","","","","","","","","","","","","",""
314947275,1.91,652040,17504222,3665766,"","","",Confirmatory,20130215,1,0,Active,"",AC50,"",Broad Institute,Control Cell Fusion Counterscreen Assay Measured in Cell-Based System Using Plate Reader - 7013-02_Inhibitor_Dose_CherryPick_Activity,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid","","","","","","","","","","","","",""
325035384,2.6,687027,17504222,3665766,"",7849,"",Confirmatory,20130615,1,0,Active,AAB34216,AC50,"",Broad Institute,HTS for PAX8 inhibitors using PAX8 luciferase reporter gene assay in RMG-I cells Measured in Cell-Based System Using Plate Reader - 7054-01_Inhibitor_Dose_CherryPick_Activity,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",PAX8 - paired box 8 (human),/gene/7849,"",AAB34216,9606,4122,"","","","","","",""
77567681,3.1623,2147,17504222,3665766,"","","",Confirmatory,20091119,1,0,Inconclusive,2W2I_A,Potency,"",National Center for Advancing Translational Sciences (NCATS),qHTS Assay for Inhibitors of  Human Jumonji Domain Containing 2E (JMJD2E),"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid","Chain A, 2-oxoglutarate Oxygenase (human)",/protein/2W2I_A,"",2W2I_A,9606,"","","","","","","",""
197046461,3.2643,540253,17504222,3665766,"",3837,"",Confirmatory,20110714,1,0,Inconclusive,NP_002256,Potency,"",National Center for Advancing Translational Sciences (NCATS),qHTS Assay for Inhibitors of RanGTP induced Rango (Ran-regulated importin-beta cargo) - Importin beta complex dissociation,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",KPNB1 - karyopherin subunit beta 1 (human),/gene/3837,"",Q14974,9606,"","","","","","","",""
197046462,3.2643,540253,17504222,3665766,"",10073,"",Confirmatory,20110714,1,0,Inconclusive,NP_005692,Potency,"",National Center for Advancing Translational Sciences (NCATS),qHTS Assay for Inhibitors of RanGTP induced Rango (Ran-regulated importin-beta cargo) - Importin beta complex dissociation,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",SNUPN - snurportin 1 (human),/gene/10073,"",O95149,9606,"","","","","","","",""
197046463,3.2643,540253,17504222,3665766,"",5901,"",Confirmatory,20110714,1,0,Inconclusive,NP_006316,Potency,"",National Center for Advancing Translational Sciences (NCATS),qHTS Assay for Inhibitors of RanGTP induced Rango (Ran-regulated importin-beta cargo) - Importin beta complex dissociation,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid","RAN - RAN, member RAS oncogene family (human)",/gene/5901,3.6.5.-,P62826,9606,"","","","","","","",""
194942924,4.1475,504834,17504222,3665766,"","","",Confirmatory,20110622,1,0,Inactive,"",Potency,"",National Center for Advancing Translational Sciences (NCATS),"Primary qHTS for delayed death inhibitors of the malarial parasite plastid, 96 hour incubation","2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid","","","","","","","","","","","","",""
316116119,4.57,652058,17504222,3665766,"","","",Confirmatory,20130222,1,0,Active,"",AC50,"",Broad Institute,Cell fusion assay for clade C HIV-1ZM109 Env Measured in Cell-Based System Using Plate Reader - 7013-05_Inhibitor_Dose_CherryPick_Activity,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid","","","","","","","","","","","","",""
235168833,5.513,602475,17504222,3665766,"",116160065,"",Confirmatory,20120322,1,0,Active,AAA29795,Potency,"",National Center for Advancing Translational Sciences (NCATS),FLuc inhibitory activity for the follow-up compounds in a biochemical assay with an in-house formulation of detection reagent,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",LOC116160065 - luciferin 4-monooxygenase (common eastern firefly),/gene/116160065,"",P08659,7054,"","","","","","","",""
241273168,6.03,624167,17504222,3665766,"","","",Confirmatory,20120522,0,0,Active,"","","",Burnham Center for Chemical Genomics,Dose Response confirmation of uHTS small molecule Peg3 Promoter Inhibitor hits in a screening assay,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid","","","","","","","","","","","","",""
43905405,6.3096,1460,17504222,3665766,"",4137,"",Confirmatory,20081230,1,0,Inconclusive,AAI14949,Potency,"",National Center for Advancing Translational Sciences (NCATS),"qHTS for Inhibitors of Tau Fibril Formation, Thioflavin T Binding","2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",MAPT - microtubule associated protein tau (human),/gene/4137,"",AAI14949,9606,"","","","","","","",""
22591998,10,894,17504222,3665766,"",3248,"",Confirmatory,20100301,0,0,Inconclusive,NP_000851,Potency,"",National Center for Advancing Translational Sciences (NCATS),qHTS Assay for Inhibitors of HPGD (15-Hydroxyprostaglandin Dehydrogenase),"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",HPGD - 15-hydroxyprostaglandin dehydrogenase (human),/gene/3248,1.1.1.-|1.1.1.141|1.1.1.232,P15428,9606,"","","","","","","",""
77077404,11.2202,2112,17504222,3665766,"",2548,"",Confirmatory,20091106,1,0,Inconclusive,NP_000143,Potency,"",National Center for Advancing Translational Sciences (NCATS),qHTS Assay for Inhibitors and Activators of Human alpha-Glucosidase From Spleen Homogenate,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",GAA - alpha glucosidase (human),/gene/2548,3.2.1.20,P10253,9606,"","","","","","","",""
189446101,11.2202,504706,17504222,3665766,"",7157,"",Confirmatory,20110427,1,0,Inactive,BAC16799,Potency,"",National Center for Advancing Translational Sciences (NCATS),qHTS assay for re-activators of p53 using a Luc reporter,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",TP53 - tumor protein p53 (human),/gene/7157,"",BAC16799,9606,"","","","","","","",""
22586055,12.5893,901,17504222,3665766,"",83523,"",Confirmatory,20100706,1,0,Inconclusive,P97697,Potency,"",National Center for Advancing Translational Sciences (NCATS),qHTS Assay for Identifying the Cell-Membrane Permeable IMPase Inhibitors,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",Impa1 - inositol monophosphatase 1 (Norway rat),/gene/83523,3.1.3.25|3.1.3.94,P97697,10116,"","","","","","","",""
56804575,17.7828,1722,17504222,3665766,"","","",Confirmatory,20100316,1,0,Inactive,CAA52898,Potency,"",National Center for Advancing Translational Sciences (NCATS),qHTS Assay for Activators of Leishmania Mexicana Pyruvate Kinase (LmPK),"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",pyruvate kinase (Leishmania mexicana mexicana),/protein/CAA52898,"",CAA52898,44270,"","","","","","","",""
57167757,17.7828,1721,17504222,3665766,"","","",Confirmatory,20100316,1,0,Inconclusive,CAA52898,Potency,"",National Center for Advancing Translational Sciences (NCATS),qHTS Assay for Inhibitors of Leishmania Mexicana Pyruvate Kinase (LmPK),"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",pyruvate kinase (Leishmania mexicana mexicana),/protein/CAA52898,"",CAA52898,44270,"","","","","","","",""
322066624,18.3564,686971,17504222,3665766,"","","",Confirmatory,20130509,1,0,Inconclusive,"",Potency,"",National Center for Advancing Translational Sciences (NCATS),qHTS for induction of synthetic lethality in tumor cells producing 2HG: qHTS for the HT-1080-IDH1KD cell line,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid","","","","","","","","","","","","",""
94863770,19.9526,2675,17504222,3665766,"",4154,"",Confirmatory,20100325,1,0,Inactive,NP_066368,Potency,"",National Center for Advancing Translational Sciences (NCATS),qHTS Assay for Inhibitors of MBNL1-poly(CUG) RNA binding,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",MBNL1 - muscleblind like splicing regulator 1 (human),/gene/4154,"",Q9NR56,9606,"","","","","","","",""
216131041,19.9526,588591,17504222,3665766,"",5429,"",Confirmatory,20111020,1,0,Inconclusive,NP_006493,Potency,"",National Center for Advancing Translational Sciences (NCATS),qHTS for Inhibitors of Polymerase Eta,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",POLH - DNA polymerase eta (human),/gene/5429,2.7.7.7,Q9Y253,9606,"","","","","","","",""
28001183,25.1189,1030,17504222,3665766,"",216,"",Confirmatory,20100315,1,0,Inconclusive,AAP35567,Potency,"",National Center for Advancing Translational Sciences (NCATS),qHTS Assay for Inhibitors of Aldehyde Dehydrogenase 1 (ALDH1A1),"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",ALDH1A1 - aldehyde dehydrogenase 1 family member A1 (human),/gene/216,"",P00352,9606,"","","","","","","",""
46167632,25.1189,1478,17504222,3665766,"","","",Confirmatory,20100219,0,0,Active,3I06_A,Potency,"",National Center for Advancing Translational Sciences (NCATS),qHTS Assay for Promiscuous and Specific Inhibitors of Cruzain (with detergent),"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid","Chain A, Cruzipain (Trypanosoma cruzi)",/protein/3I06_A,"",1ME3_A,5693,"","","","","","","",""
41721197,25.68,1445,17504222,3665766,"",813945,"",Confirmatory,20081208,1,0,Active,XP_001349846,IC50,"",SRMLSC,Inhibitors of Plasmodium falciparum M1- Family Alanyl Aminopeptidase (M1AAP),"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",PF3D7_1311800 - M1-family alanyl aminopeptidase (Plasmodium falciparum 3D7),/gene/813945,3.4.11.-,O96935,36329,"","","","","","","",""
247767494,25.929,624296,17504222,3665766,"",51053,"",Confirmatory,20120615,1,0,Inconclusive,NP_056979,Potency,"",National Center for Advancing Translational Sciences (NCATS),A quantitative high throughput screen for small molecules that induce DNA re-replication in MCF 10a normal breast cells.,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",GMNN - geminin DNA replication inhibitor (human),/gene/51053,"",O75496,9606,"","","","","","","",""
76518394,28.1838,2101,17504222,3665766,"",2629,"",Confirmatory,20091105,1,0,Inconclusive,BAA02545,Potency,"",National Center for Advancing Translational Sciences (NCATS),qHTS Assay for Inhibitors and Activators of N370S glucocerebrosidase as a Potential Chaperone Treatment of Gaucher Disease,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",GBA1 - glucosylceramidase beta 1 (human),/gene/2629,"",P04062,9606,"","","","","","","",""
176095739,28.1838,504327,17504222,3665766,"",2648,"",Confirmatory,20110222,1,0,Active,NP_066564,Potency,"",National Center for Advancing Translational Sciences (NCATS),qHTS Assay for Inhibitors of GCN5L2,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",KAT2A - lysine acetyltransferase 2A (human),/gene/2648,2.3.1.-|2.3.1.48,Q92830,9606,"","","","","","","",""
198577098,28.1838,540263,17504222,3665766,"",10073,"",Confirmatory,20110718,1,0,Inconclusive,NP_005692,Potency,"",National Center for Advancing Translational Sciences (NCATS),qHTS Assay for Inhibitors of Rango (Ran-regulated importin-beta cargo) - Importin beta complex formation,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",SNUPN - snurportin 1 (human),/gene/10073,"",O95149,9606,"","","","","","","",""
198577099,28.1838,540263,17504222,3665766,"",3837,"",Confirmatory,20110718,1,0,Inconclusive,NP_002256,Potency,"",National Center for Advancing Translational Sciences (NCATS),qHTS Assay for Inhibitors of Rango (Ran-regulated importin-beta cargo) - Importin beta complex formation,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",KPNB1 - karyopherin subunit beta 1 (human),/gene/3837,"",Q14974,9606,"","","","","","","",""
202564234,28.1838,540317,17504222,3665766,"",10951,"",Confirmatory,20110728,1,0,Inactive,NP_001120700,Potency,"",National Center for Advancing Translational Sciences (NCATS),HTS for Inhibitors of HP1-beta Chromodomain Interactions with Methylated Histone Tails,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",CBX1 - chromobox 1 (human),/gene/10951,"",P83916,9606,"","","","","","","",""
241880742,28.1838,624173,17504222,3665766,"","","",Confirmatory,20120530,1,0,Inconclusive,AAX80043,Potency,"",National Center for Advancing Translational Sciences (NCATS),qHTS of Trypanosoma Brucei Inhibitors,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid","hypothetical protein, conserved (Trypanosoma brucei)",/protein/AAX80043,"",AAX80043,5691,"","","","","","","",""
251993427,28.1838,624418,17504222,3665766,"","","",Confirmatory,20120726,1,0,Inactive,"",Potency,"",National Center for Advancing Translational Sciences (NCATS),qHTS of GLP-1 Receptor Inverse Agonists: Cytotox Screen,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid","","","","","","","","","","","","",""
