Bioactivity_ID,Activity_Value,BioAssay_AID,Substance_SID,Compound_CID,refsid,Gene_ID,PMID,Aid_Type,Last_Modified_Date,Has_Dose_Response_Curve,RNAi_BioAssay,Activity,Protein_Accession,Activity_Type,Activity_Qualifier,Bioassay_Data_Source,BioAssay_Name,Compound_Name,Target_Name,Target_Link,ECs,Representative_Protein_Accession,Taxonomy_ID,Cell_ID,Target_Taxonomy_ID,Anatomy_ID,Anatomy,dois,pmcids,pclids,citations
45004033,"",1471,17504222,3665766,"",3064,"",Confirmatory,20090320,1,0,Inactive,NP_002102,"","",National Center for Advancing Translational Sciences (NCATS),qHTS Multiplex Assay to Identify Dual Action Probes in a Cell Model of Huntington: Cytoprotection (ATP),"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",HTT - huntingtin (human),/gene/3064,"",P42858,9606,"","","","","","","",""
45664205,"",1477,17504222,3665766,"","","",Confirmatory,20090102,1,0,Inactive,"",Potency,"",National Center for Advancing Translational Sciences (NCATS),qHTS Assay for Compounds Blocking the Interaction Between CBF-beta and RUNX1 for the Treatment of Acute Myeloid Leukemia,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid","","","","","","","","","","","","",""
45913909,"",1479,17504222,3665766,"",7068,"",Confirmatory,20090107,1,0,Inactive,NP_001121649,Potency,"",National Center for Advancing Translational Sciences (NCATS),Total Fluorescence Counterscreen for Inhibitors of the Interaction of Thyroid Hormone Receptor and Steroid Receptor Coregulator 2,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",THRB - thyroid hormone receptor beta (human),/gene/7068,"",P10828,9606,"","","","","","","",""
46559833,"",1481,17504222,3665766,"",7415,"",Screening,20100616,0,0,Inactive,AAI21795,"","",The Scripps Research Institute Molecular Screening Center,Primary biochemical high-throughput screening assay to measure P97 ATPase inhibition,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",VCP - valosin containing protein (human),/gene/7415,"",AAI21795,9606,"","","","","","","",""
46782359,"",1487,17504222,3665766,"",4000,"",Confirmatory,20090107,1,0,Inactive,NP_733822,Potency,"",National Center for Advancing Translational Sciences (NCATS),qHTS Assay for Modulators of Lamin A Splicing,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",LMNA - lamin A/C (human),/gene/4000,"",P02545,9606,"","","","","","","",""
47249147,"",1486,17504222,3665766,"","","",Screening,20100616,0,0,Inactive,"","","",The Scripps Research Institute Molecular Screening Center,Counterscreen for inhibitors of Janus kinase 2 mutant JAK2V617F: Cell-based high throughput assay to identify inhibitors of parental Ba/F3 cell viability.,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid","","","","","","","","","","","","",""
47857697,"",1496,17504222,3665766,"",865,"",Screening,20101229,0,0,Inactive,NP_074036,"","",Burnham Center for Chemical Genomics,uHTS identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb via a fluorescence resonance energy transfer (FRET) assay.,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",CBFB - core-binding factor subunit beta (human),/gene/865,"",Q13951,9606,"","","","","","","",""
47857698,"",1496,17504222,3665766,"",861,"",Screening,20101229,0,0,Inactive,NP_001745,"","",Burnham Center for Chemical Genomics,uHTS identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb via a fluorescence resonance energy transfer (FRET) assay.,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",RUNX1 - RUNX family transcription factor 1 (human),/gene/861,"",Q01196,9606,"","","","","","","",""
48270707,"",1511,17504222,3665766,"",3757,"",Screening,20100327,0,0,Inactive,AAA62473,"","",Johns Hopkins Ion Channel Center,Primary cell-based high-throughput screening assay for identification of compounds that protect hERG from block by proarrhythmic agents,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",KCNH2 - potassium voltage-gated channel subfamily H member 2 (human),/gene/3757,"",Q12809,9606,"","","","","","","",""
48405865,"",1515,17504222,3665766,"",10741,"",Screening,20100616,0,0,Inactive,NP_006597,"","",The Scripps Research Institute Molecular Screening Center,Primary biochemical high throughput screening assay to identify inhibitors of Retinoblastoma binding protein 9 (RBBP9),"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid","RBBP9 - RB binding protein 9, serine hydrolase (human)",/gene/10741,3.1.-.-,O75884,9606,"","","","","","","",""
48681039,"",1509,17504222,3665766,"",8698,"",Screening,20100616,0,0,Inactive,AAH14970,"","",The Scripps Research Institute Molecular Screening Center,Primary Cell-Based Assay to Identify Agonists of the Sphingosine 1-Phosphate Receptor 4 (S1P4),"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",S1PR4 - sphingosine-1-phosphate receptor 4 (human),/gene/8698,"",O95977,9606,"","","","","","","",""
48836035,"",1510,17504222,3665766,"",8698,"",Screening,20100616,0,0,Inactive,AAH14970,"","",The Scripps Research Institute Molecular Screening Center,Primary Cell-Based Assay to Identify Antagonists of the Sphingosine 1-Phosphate Receptor 4 (S1P4),"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",S1PR4 - sphingosine-1-phosphate receptor 4 (human),/gene/8698,"",O95977,9606,"","","","","","","",""
49385597,"",1529,17504222,3665766,"",4215,"",Screening,20090302,0,0,Inactive,NP_976226,"","",NMMLSC,"Multiplex HTS Assay for Inhibitors of MEK Kinase PB1 Domains, specifically MEK5 MEK Kinase3 Wildtype","2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",MAP3K3 - mitogen-activated protein kinase kinase kinase 3 (human),/gene/4215,2.7.11.25,Q99759,9606,"","","","","","","",""
49510482,"",1530,17504222,3665766,"",5871,"",Screening,20090302,0,0,Inactive,NP_004570,"","",NMMLSC,"Multiplex HTS Assay for Inhibitors of MEK Kinase PB1 Domains, specifically MEK5 MEK Kinase 2 mutant","2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",MAP4K2 - mitogen-activated protein kinase kinase kinase kinase 2 (human),/gene/5871,2.7.11.1,Q12851,9606,"","","","","","","",""
49963380,"",1531,17504222,3665766,"",5871,"",Screening,20090302,0,0,Inactive,NP_004570,"","",NMMLSC,"Multiplex HTS Assay for Inhibitors of MEK Kinase PB1 Domains, specifically MEK5 binding to MEK Kinase 2 Wildtype","2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",MAP4K2 - mitogen-activated protein kinase kinase kinase kinase 2 (human),/gene/5871,2.7.11.1,Q12851,9606,"","","","","","","",""
50258809,"",1527,17504222,3665766,"","","",Screening,20121226,0,0,Inactive,AAF61483,"","",The Scripps Research Institute Molecular Screening Center,Primary biochemical high throughput screening assay to identify inhibitors of VIM-2 metallo-beta-lactamase,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",metallo beta-lactamase (Pseudomonas aeruginosa),/protein/AAF61483,"",AAF61483,287,"","","","","","","",""
50595160,"",1533,17504222,3665766,"",888704,"",Screening,20090303,0,0,Inactive,NP_217783,"","",PCMD,Rml C and D inhibition 384-well mixture HTS from 1536-well compound plates,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",rmlD - dTDP-4-dehydrorhamnose reductase (Mycobacterium tuberculosis H37Rv),/gene/888704,1.1.1.133,P9WH09,83332,"","","","","","","",""
50595161,"",1533,17504222,3665766,"",887352,"",Screening,20090303,0,0,Inactive,NP_217982,"","",PCMD,Rml C and D inhibition 384-well mixture HTS from 1536-well compound plates,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid","rmlC - dTDP-4-dehydrorhamnose 3,5-epimerase (Mycobacterium tuberculosis H37Rv)",/gene/887352,5.1.3.13,P9WH11,83332,"","","","","","","",""
50904400,"",1554,17504222,3665766,"","","",Screening,20090317,0,0,Inactive,"","","",Broad Institute,MLPCN Ras selective lethality-BJeLR viability,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid","","","","","","","","","","","","",""
51187144,"",1565,17504222,3665766,"",162466,"",Confirmatory,20101230,0,0,Inactive,NP_001137276,IC50,"",Burnham Center for Chemical Genomics,uHTS absorbance assay for the identification of compounds that inhibit PHOSPHO1,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",PHOSPHO1 - phosphoethanolamine/phosphocholine phosphatase 1 (human),/gene/162466,3.1.3.75,Q8TCT1,9606,"","","","","","","",""
51449935,"",1556,17504222,3665766,"","","",Screening,20130104,0,0,Inactive,AAN87168,"","",The Scripps Research Institute Molecular Screening Center,Epi-absorbance primary biochemical high throughput screening assay to identify inhibitors of IMP-1 metallo-beta-lactamase,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",metallo-beta-lactamase IMP-1 (Pseudomonas aeruginosa),/protein/AAN87168,"",AAN87168,287,"","","","","","","",""
51801902,"",1619,17504222,3665766,"",812021,"",Confirmatory,20090327,0,0,Inactive,XP_001348613,IC50,"",SRMLSC,Inhibitors of Plasmodium falciparum M17- Family Leucine Aminopeptidase (M17LAP),"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",PF3D7_1446200 - M17 leucyl aminopeptidase (Plasmodium falciparum 3D7),/gene/812021,3.4.11.1|3.4.13.-,Q8IL11,36329,"","","","","","","",""
52077550,"",1621,17504222,3665766,"","","",Confirmatory,20100226,0,0,Inactive,"",IC50,"",Southern Research Specialized Biocontainment Screening Center,A Cell Based Assay for the Identification of Lead Compounds with Anti-Viral Activity Against West Nile Virus,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid","","","","","",50,"","","","","","",""
52308703,"",1566,17504222,3665766,"",64127,"",Confirmatory,20101230,0,0,Inactive,NP_071445,EC50,"",Burnham Center for Chemical Genomics,uHTS luminescence assay for the identification of compounds that inhibit NOD2,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",NOD2 - nucleotide binding oligomerization domain containing 2 (human),/gene/64127,"",Q9HC29,9606,"","","","","","","",""
52580543,"",1578,17504222,3665766,"",10392,"",Confirmatory,20101230,0,0,Active,NP_006083,EC50,"",Burnham Center for Chemical Genomics,uHTS luminescence assay for the identification of compounds that inhibit NOD1,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",NOD1 - nucleotide binding oligomerization domain containing 1 (human),/gene/10392,"",Q9Y239,9606,45,"","","","","","",""
53005178,"",1631,17504222,3665766,"",5315,"",Confirmatory,20090619,1,0,Inactive,NP_002645,Potency,"",National Center for Advancing Translational Sciences (NCATS),qHTS Assay for Activators of Human Muscle isoform 2 Pyruvate Kinase,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",PKM - pyruvate kinase M1/2 (human),/gene/5315,2.7.1.40|2.7.10.2|2.7.11.1,P14618,9606,"","","","","","","",""
53075940,"",1634,17504222,3665766,"",5315,"",Confirmatory,20090619,1,0,Inactive,NP_002645,Potency,"",National Center for Advancing Translational Sciences (NCATS),qHTS Assay for Inhibitors of Human Muscle isoform 2 Pyruvate Kinase,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",PKM - pyruvate kinase M1/2 (human),/gene/5315,2.7.1.40|2.7.10.2|2.7.11.1,P14618,9606,"","","","","","","",""
53491175,"",1626,17504222,3665766,"","","",Confirmatory,20091002,0,0,Inactive,"",IC50,"",SRMLSC,High Throughput Screen to Identify Inhibitors of Mycobacterium tuberculosis H37Rv,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid","","","","","","","","","","","","",""
53564898,"",1628,17504222,3665766,"","","",Confirmatory,20101230,0,0,Inactive,"",IC50,"",Burnham Center for Chemical Genomics,HCS for Compounds that Down-Regulate Insulin Promoter Activity in MIN6 Cells,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid","","","","","","","","","","","","",""
53877173,"",1625,17504222,3665766,"","","",Confirmatory,20101230,0,0,Inactive,"",EC50,"",Burnham Center for Chemical Genomics,HCS for Compounds that Up-Regulate Insulin Promoter Activity in MIN6 Cells,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid","","","","","","","","","","","","",""
54133732,"",1662,17504222,3665766,"","","",Screening,20090409,0,0,Inactive,NP_269944,"","",Broad Institute,MLPCN Streptokinase Expression Inhibition,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",streptokinase A precursor (Streptococcus pyogenes M1 GAS),/protein/NP_269944,"",P10520,160490,"","","","","","","",""
54279531,"",1663,17504222,3665766,"","","",Screening,20090409,0,0,Inactive,"","","",Broad Institute,MLPCN Platelet Activation -Dense Granule Release,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid","","","","","","","","","","","","",""
54739061,"",1654,17504222,3665766,"",1845,"",Confirmatory,20101230,0,0,Inactive,NP_004081,IC50,"",Burnham Center for Chemical Genomics,uHTS absorbance assay for the identification of compounds that inhibit VHR1.,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",DUSP3 - dual specificity phosphatase 3 (human),/gene/1845,3.1.3.16|3.1.3.48,P51452,9606,"","","","","","","",""
55024483,"",1656,17504222,3665766,"","","",Screening,20101230,0,0,Inactive,"","","",Burnham Center for Chemical Genomics,High Throughput Imaging Assay for Hepatic Lipid Droplet Formation,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid","","","","","","","","","","","","",""
55229584,"",1688,17504222,3665766,"",3064,"",Confirmatory,20090421,1,0,Inactive,NP_002102,Potency,"",National Center for Advancing Translational Sciences (NCATS),qHTS Multiplex Assay to Identify Dual Action Probes in a Cell Model of Huntington: Aggregate Formation (GFP),"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",HTT - huntingtin (human),/gene/3064,"",P42858,9606,"","","","","","","",""
55487014,"",1700,17504222,3665766,"",688,"",Screening,20090629,0,0,Active,ABM97548,"","",The Scripps Research Institute Molecular Screening Center,Primary cell-based high throughput screening assay to identify inhibitors of kruppel-like factor 5 (KLF5),"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",KLF5 - KLF transcription factor 5 (human),/gene/688,"",ABM97548,9606,"","","","","","","",""
55613614,"",1672,17504222,3665766,"",16518,"",Screening,20100329,0,0,Inactive,NP_032451,"","",Johns Hopkins Ion Channel Center,Primary cell-based high-throughput screening assay for identification of compounds that inhibit/block inward-rectifying potassium ion channel Kir2.1,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid","Kcnj2 - potassium inwardly-rectifying channel, subfamily J, member 2 (house mouse)",/gene/16518,"",P35561,10090,"","","","","","","",""
56048105,"",1665,17504222,3665766,"",1499,"",Confirmatory,20101230,0,0,Inactive,NP_001895,IC50,"",Burnham Center for Chemical Genomics,High Throughput Imaging Assay for Beta-Catenin,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",CTNNB1 - catenin beta 1 (human),/gene/1499,"",P35222,9606,30,"","","","","","",""
56305777,"",1766,17504222,3665766,"",4221,"",Confirmatory,20090515,1,0,Inactive,NP_000235,Potency,"",National Center for Advancing Translational Sciences (NCATS),qHTS Assay for Inhibitors Targeting the Menin-MLL Interaction in MLL Related Leukemias: Competition With Fluorescein Labeled MLL-derived Peptide,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",MEN1 - menin 1 (human),/gene/4221,"",O00255,9606,"","","","","","","",""
56305778,"",1766,17504222,3665766,"",4297,"",Confirmatory,20090515,1,0,Inactive,NP_005924,Potency,"",National Center for Advancing Translational Sciences (NCATS),qHTS Assay for Inhibitors Targeting the Menin-MLL Interaction in MLL Related Leukemias: Competition With Fluorescein Labeled MLL-derived Peptide,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",KMT2A - lysine methyltransferase 2A (human),/gene/4297,2.1.1.-|2.1.1.364,Q03164,9606,"","","","","","","",""
57357843,"",1706,17504222,3665766,"","","",Screening,20100615,0,0,Inactive,AAZ82016,"","",The Scripps Research Institute Molecular Screening Center,QFRET-based primary biochemical high throughput screening assay to identify inhibitors of the SARS coronavirus 3C-like Protease (3CLPro),"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid","3C-like protease, partial (Infectious bronchitis virus)",/protein/AAZ82016,"",AAZ82016,11120,"","","","","","","",""
57765868,"",1768,17504222,3665766,"",4221,"",Confirmatory,20090515,1,0,Inactive,NP_000235,Potency,"",National Center for Advancing Translational Sciences (NCATS),qHTS Assay for Inhibitors Targeting the Menin-MLL Interaction in MLL Related Leukemias: Competition With Texas Red Labeled MLL-derived Mutant Peptide,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",MEN1 - menin 1 (human),/gene/4221,"",O00255,9606,"","","","","","","",""
57765869,"",1768,17504222,3665766,"",4297,"",Confirmatory,20090515,1,0,Inactive,NP_005924,Potency,"",National Center for Advancing Translational Sciences (NCATS),qHTS Assay for Inhibitors Targeting the Menin-MLL Interaction in MLL Related Leukemias: Competition With Texas Red Labeled MLL-derived Mutant Peptide,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",KMT2A - lysine methyltransferase 2A (human),/gene/4297,2.1.1.-|2.1.1.364,Q03164,9606,"","","","","","","",""
58212247,"",1775,17504222,3665766,"","","",Other,20090524,0,0,Inactive,"","","",NMMLSC,Profiling compound fluorescence on Avidin Beads with 488 nm excitation and 530 nm emission,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid","","","","","","","","","","","","",""
58429979,"",1777,17504222,3665766,"",4986,"",Confirmatory,20101230,0,0,Inactive,NP_000903,EC50,"",Burnham Center for Chemical Genomics,uHTS identification of small molecule agonists of the kappa opioid receptor via a luminescent beta-arrestin assay,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",OPRK1 - opioid receptor kappa 1 (human),/gene/4986,"",P41145,9606,"","","","","","","",""
58716585,"",1778,17504222,3665766,"",4986,"",Confirmatory,20101230,0,0,Inactive,NP_000903,IC50,"",Burnham Center for Chemical Genomics,uHTS identification of small molecule antagonists of the kappa opioid receptor via a luminescent beta-arrestin assay,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",OPRK1 - opioid receptor kappa 1 (human),/gene/4986,"",P41145,9606,"","","","","","","",""
59004722,"",1776,17504222,3665766,"","","",Other,20110328,0,0,Inactive,"","","",NMMLSC,Profiling compound fluorescence on GSH Beads with 488 nm excitation and 530 nm emission,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid","","","","","","","","","","","","",""
59216561,"",1813,17504222,3665766,"","","",Screening,20091214,0,0,Active,"","","",Broad Institute,MLPCN Alpha-Synuclein 5'UTR - 5'-UTR binding - inhibitors,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid","","","","","","","","","","","","",""
59576352,"",1789,17504222,3665766,"",3320,"",Screening,20100615,0,0,Active,AAI08696,"","",The Scripps Research Institute Molecular Screening Center,Luminescence-based primary biochemical high throughput screening assay to identify inhibitors of the Heat Shock Protein 90 (HSP90),"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",HSP90AA1 - heat shock protein 90 alpha family class A member 1 (human),/gene/3320,"",AAI08696,9606,"","","","","","","",""
59816752,"",1800,17504222,3665766,"","","",Screening,20100615,0,0,Inactive,ABN45876,"","",The Scripps Research Institute Molecular Screening Center,Fluorescence-based primary biochemical high throughput screening assay to identify inhibitors of the Hepatitis C Virus non-structural protein 3 helicase (NS3),"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid","NS3, partial (Hepacivirus C)",/protein/ABN45876,"",A3EZJ3,3052230,"","","","","","","",""
60109401,"",1779,17504222,3665766,"",26191,"",Confirmatory,20101230,0,0,Inactive,NP_057051,IC50,"",Burnham Center for Chemical Genomics,uHTS identification of small molecule inhibitors of LYP via a fluorescence intensity assay,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",PTPN22 - protein tyrosine phosphatase non-receptor type 22 (human),/gene/26191,3.1.3.48,Q9Y2R2,9606,"","","","","","","",""
60420049,"",1825,17504222,3665766,"","","",Screening,20090618,0,0,Inactive,"","","",The Scripps Research Institute Molecular Screening Center,Luminescence-based counterscreen assay for KLF5 inhibitors: cell-based high throughput screening assay to identify cytotoxic compounds using the IEC-6 intestinal epithelial cell line.,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid","","","","","","","","","","","","",""
60780075,"",1814,17504222,3665766,"","","",Screening,20091214,0,0,Inactive,"","","",Broad Institute,MLPCN Alpha-Synuclein 5'UTR - 5'-UTR binding - activators,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid","","","","","","","","","","","","",""
61012748,"",1822,17504222,3665766,"",813594,"",Screening,20100615,0,0,Inactive,CAD52000,"","",The Scripps Research Institute Molecular Screening Center,QFRET-based primary biochemical high throughput screening assay to identify inhibitors of the Plasmodium falciparum M18 Aspartyl Aminopeptidase (PFM18AAP).,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",PF3D7_0932300 - M18 aspartyl aminopeptidase (Plasmodium falciparum 3D7),/gene/813594,"",Q8I2J3,36329,"","","","","","","",""
61363308,"",1817,17504222,3665766,"",5339,"",Confirmatory,20110103,0,0,Inactive,AAR95677,IC50,"",Burnham Center for Chemical Genomics,uHTS identification of small molecule antagonists of the binding of Siah-1 and a peptide ligand via a fluorescence polarization assay.,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",PLEC - plectin (human),/gene/5339,"",AAR95677,9606,"","","","","","","",""
61698894,"",1861,17504222,3665766,"",2831,"",Screening,20090720,0,0,Inactive,EAW86722,"","",The Scripps Research Institute Molecular Screening Center,Fluorescence-based primary cell-based high throughput screening assay to identify antagonists of the G-protein coupled receptor 7 (GPR7).,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",NPBWR1 - neuropeptides B and W receptor 1 (human),/gene/2831,"",P48145,9606,"","","","","","","",""
61977462,"",1832,17504222,3665766,"",178296,"",Screening,20090929,0,0,Inactive,Q9XUB2,"","",Broad Institute,MLPCN maternal gene expression-MEX-5 TCR-2 binding assay-Primary Screen,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",mex-5 - Zinc finger protein mex-5 (Caenorhabditis elegans),/gene/178296,"",Q9XUB2,6239,"","","","","","","",""
62370499,"",1850,17504222,3665766,"","","",Confirmatory,20100217,0,0,Inactive,"",IC50,"",Southern Research Specialized Biocontainment Screening Center,A small molecule screen for inhibitors of the PhoP regulon in Salmonella typhi,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid","","","","","","","","","","","","",""
62717642,"",1845,17504222,3665766,"","","",Screening,20100615,0,0,Inactive,ABN45876,"","",The Scripps Research Institute Molecular Screening Center,Fluorescence-based counterscreen assay for HCV NS3 helicase inhibitors: biochemical high-throughput screening assay to identify compounds that cause fluorescent intercalator displacement (FID),"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid","NS3, partial (Hepacivirus C)",/protein/ABN45876,"",A3EZJ3,3052230,"","","","","","","",""
62808315,"",1847,17504222,3665766,"","","",Screening,20100615,0,0,Active,"","","",The Scripps Research Institute Molecular Screening Center,Luminescence-based counterscreen assay for HSP90 inhibitors: biochemical high throughput screening assay to identify inhibitors of native luciferase.,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid","","","","","","","","","","","","",""
62810471,"",1846,17504222,3665766,"",3320,"",Screening,20100615,0,0,Active,AAI08696,"","",The Scripps Research Institute Molecular Screening Center,Luminescence-based confirmation biochemical high throughput screening assay for inhibitors of the Heat Shock Protein 90 (HSP90),"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",HSP90AA1 - heat shock protein 90 alpha family class A member 1 (human),/gene/3320,"",AAI08696,9606,"","","","","","","",""
62819850,"",1834,17504222,3665766,"",688,"",Screening,20100615,0,0,Active,ABM97548,"","",The Scripps Research Institute Molecular Screening Center,Luminescence-based confirmation cell-based high throughput screening assay to identify inhibitors of kruppel-like factor 5 (KLF5),"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",KLF5 - KLF transcription factor 5 (human),/gene/688,"",ABM97548,9606,"","","","","","","",""
62901239,"",1865,17504222,3665766,"","","",Confirmatory,20090710,1,0,Inactive,"",Potency,"",National Center for Advancing Translational Sciences (NCATS),Quantitative High-Throughput Screen for Regulators of Epigenetic Control,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid","","","","","","","","","","","","",""
63142657,"",1875,17504222,3665766,"","","",Screening,20090916,0,0,Inactive,"","","",Broad Institute,Luminescence Cell-Based Primary HTS to Identify Inhibitors of Polyadenylation,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid","","","","","","","","","","","","",""
63576451,"",1868,17504222,3665766,"",2584,"",Confirmatory,20091026,1,0,Inactive,NP_000145,Potency,"",National Center for Advancing Translational Sciences (NCATS),qHTS Assay for Inhibitors of Human Galactokinase (GALK),"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",GALK1 - galactokinase 1 (human),/gene/2584,2.7.1.6,P51570,9606,"","","","","","","",""
63721515,"",1863,17504222,3665766,"","","",Confirmatory,20100222,0,0,Inactive,"",IC50,"",Southern Research Specialized Biocontainment Screening Center,A small molecule screen for inhibitors of the PhoP regulon in Salmonella Typhimurium,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid","","","","","","","","","","","","",""
64016736,"",1905,17504222,3665766,"","","",Screening,20090821,0,0,Inactive,"","","",The Scripps Research Institute Molecular Screening Center,Luminescence-based counterscreen assay for KLF5 inhibitors: cell-based high throughput screening assay to identify cytotoxic compounds using the IEC-6 intestinal epithelial cell line in triplicate.,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid","","","","","","","","","","","","",""
64117449,"",1885,17504222,3665766,"","","",Screening,20090929,0,0,Inactive,"","","",Broad Institute,Luminescence Cell-Based/Microorganism Primary HTS to Identify Inhibitors of T.Cruzi Replication,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid","","","","","","","","","","","","",""
64469467,"",1899,17504222,3665766,"","","",Screening,20100615,0,0,Inactive,ABC47431,"","",The Scripps Research Institute Molecular Screening Center,TR-FRET-based primary biochemical high-throughput screening assay to identify inhibitors of Hepatitis C Virus (HCV) core protein dimerization,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid","core protein, partial (Hepacivirus C)",/protein/ABC47431,"",ABC47431,3052230,"","","","","","","",""
64722653,"",1906,17504222,3665766,"","","",Screening,20100616,0,0,Inactive,CAI16307,"","",The Scripps Research Institute Molecular Screening Center,QFRET-based counterscreen for PFM18AAP inhibitors: biochemical high throughput screening assay to identify inhibitors of the Cathepsin L proteinase (CTSL1).,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",cathepsin L1 (human),/protein/CAI16307,"",CAI16307,9606,"","","","","","","",""
65188114,"",1903,17504222,3665766,"","","",Confirmatory,20110304,0,0,Inactive,YP_003708382,IC50,"",Southern Research Specialized Biocontainment Screening Center,Identification of SV40 T antigen inhibitors: A route to novel anti-viral reagents,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid",large T antigen (Betapolyomavirus macacae),/protein/YP_003708382,5.6.2.4,P03070,1891767,"","","","","","","",""
65555889,"",1910,17504222,3665766,"","","",Screening,20091008,0,0,Inactive,"","","",Broad Institute,Luminescence Cell-Based Primary HTS to Identify Transcriptional Activators of Hypoxia-Inducible Factor Pathway,"2-(4-Aminophenyl)-1,3-benzothiazole-6-carboxylic acid","","","","","","","","","","","","",""
